V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
2,24,3,1,947,2,1,4,3,2,3,1,38,0,0,1,3,2,0,1,0
1,12,3,4,684,2,0,4,3,2,4,3,40,1,2,1,2,2,0,1,0
1,48,3,4,7476,2,1,4,3,2,1,1,50,1,0,1,0,1,1,1,1
0,12,3,5,1922,2,0,4,3,2,2,0,37,1,1,1,2,1,0,1,0
1,24,3,1,2303,2,3,4,3,0,1,2,45,1,1,1,3,1,0,1,0
0,36,2,1,8086,0,3,2,3,2,4,3,42,1,1,4,0,1,1,1,0
3,24,1,2,2346,2,1,4,3,2,3,3,35,1,1,2,3,1,1,1,1
1,14,3,1,3973,2,4,1,3,2,4,1,22,1,0,1,3,1,0,1,1
0,12,3,1,888,2,3,4,3,2,4,3,41,0,1,1,2,2,0,1,0
3,48,3,7,10222,4,1,4,3,2,3,3,37,2,1,1,3,1,1,1,1
0,30,4,3,4221,2,0,2,0,2,1,3,28,1,1,2,3,1,0,1,1
0,18,1,5,6361,2,3,2,3,2,1,1,41,1,1,1,3,1,1,1,1
2,12,3,7,1297,2,0,3,2,2,4,2,23,1,2,1,3,1,0,1,1
1,12,3,1,900,4,0,4,2,2,2,3,23,1,1,1,3,1,0,1,0
3,21,3,5,2241,2,3,4,3,2,2,2,50,1,1,2,3,1,0,1,1
0,6,2,5,1050,2,4,4,3,2,1,0,35,2,1,2,0,1,1,1,1
2,6,1,4,1047,2,0,2,0,2,4,0,50,1,1,1,2,1,0,1,1
3,24,1,6,6314,2,4,4,3,0,2,1,27,0,1,2,0,1,1,1,1
0,30,0,5,3496,3,0,4,3,2,2,3,34,2,1,1,3,2,1,1,1
3,48,0,3,3609,2,0,1,0,2,1,2,27,2,1,1,3,1,0,1,1
1,12,1,1,4843,2,3,3,3,0,4,0,43,1,2,2,3,1,1,1,0
2,30,1,7,3017,2,3,4,3,2,4,0,47,1,1,1,3,1,0,1,1
3,24,1,3,4139,0,0,3,3,2,3,0,27,1,1,2,2,1,1,1,1
3,36,3,3,5742,0,1,2,3,2,2,3,31,1,1,2,3,1,1,1,1
3,60,3,1,10366,2,3,2,3,2,4,0,42,1,1,1,0,1,1,1,1
3,6,1,1,2080,1,0,1,2,2,2,3,24,1,1,1,3,1,0,1,1
3,21,2,3,2580,1,2,4,3,2,2,2,41,0,1,1,2,2,0,1,0
3,30,1,7,4530,2,1,4,0,2,4,3,26,1,2,1,0,1,1,1,1
3,24,1,5,5150,2,3,4,3,2,4,3,33,1,1,1,3,1,1,1,1
0,72,3,7,5595,0,0,2,2,2,2,3,24,1,1,1,3,1,0,1,0
1,24,3,7,2384,2,3,4,3,2,4,2,64,0,2,1,2,1,0,1,1
3,18,3,7,1453,2,2,3,0,2,1,2,26,1,1,1,3,1,0,1,1
3,6,3,4,1538,2,2,1,0,2,2,1,56,1,1,1,3,1,0,1,1
3,12,3,7,2279,4,0,4,3,2,4,1,37,1,0,1,3,1,1,1,1
3,15,2,7,1478,2,0,4,2,2,3,2,33,0,1,2,3,1,0,1,1
3,24,1,7,5103,2,2,3,2,2,3,1,47,1,0,3,3,1,1,1,1
0,36,2,3,9857,0,1,1,3,2,3,0,31,1,1,2,2,2,1,1,1
3,60,3,1,6527,4,0,4,3,2,4,1,34,1,0,1,3,2,1,1,1
2,10,1,7,1347,4,1,4,3,2,2,0,27,1,1,2,3,1,1,1,1
0,36,2,1,2862,0,3,4,3,2,3,1,30,1,0,1,3,1,0,1,1
3,9,3,7,2753,0,3,3,3,0,4,3,35,1,1,1,3,1,1,1,1
1,12,3,1,3651,3,0,1,3,2,3,0,31,1,1,1,3,2,0,1,1
1,15,1,5,975,2,0,2,1,2,3,0,25,1,1,2,3,1,0,1,1
0,15,3,8,2631,0,0,3,0,2,2,2,25,1,1,1,2,1,0,1,1
0,24,3,7,2896,0,2,2,3,2,1,3,29,1,1,1,3,1,0,1,1
1,6,1,1,4716,4,2,1,3,2,3,2,44,1,1,2,2,2,0,1,1
3,24,3,7,2284,2,1,4,3,2,2,3,28,1,1,1,3,1,1,1,1
3,6,3,2,1236,1,0,2,3,2,4,0,50,1,2,1,3,1,0,1,1
0,12,3,7,1103,2,1,4,3,1,3,2,29,1,1,2,3,1,0,0,1
3,12,1,1,926,2,4,1,0,2,2,0,38,1,1,1,1,1,0,1,1
3,18,1,7,1800,2,0,4,3,2,2,3,24,1,1,2,3,1,0,1,1
2,15,3,4,1905,2,3,4,3,2,4,3,40,1,2,1,0,1,1,1,1
3,12,3,5,1123,1,0,4,0,2,4,3,29,1,2,1,2,1,0,1,0
1,48,1,2,6331,2,3,4,3,2,4,1,46,1,0,2,3,1,1,1,0
2,24,3,7,1377,0,3,4,0,2,2,1,47,1,0,1,3,1,1,1,1
0,30,2,3,2503,0,3,4,3,2,2,0,41,2,1,2,3,1,0,1,1
0,27,3,3,2528,2,2,4,0,2,1,0,32,1,1,1,3,2,1,1,1
3,15,3,1,5324,1,3,1,0,2,4,1,35,1,0,1,3,1,0,1,1
0,48,3,1,6560,0,1,3,3,2,2,0,24,1,1,1,3,1,0,1,0
0,12,4,5,2969,2,2,4,0,2,3,0,25,1,2,2,3,1,0,1,0
0,9,3,7,1206,2,3,4,0,2,4,2,25,1,1,1,3,1,0,1,1
0,9,3,7,2118,2,0,2,3,2,2,2,37,1,1,1,2,2,0,1,1
3,18,1,7,629,1,3,4,3,2,3,0,32,0,1,2,0,1,1,1,1
1,6,0,4,1198,2,3,4,0,2,4,1,35,1,0,1,3,1,0,1,0
3,21,3,2,2476,4,3,4,3,2,4,2,46,1,1,1,0,1,1,1,1
1,9,1,7,1138,2,0,4,3,2,4,2,25,1,1,2,2,1,0,1,1
0,60,3,1,14027,2,1,4,3,2,2,1,27,1,1,1,0,1,1,1,0
3,30,1,2,7596,4,3,1,3,2,4,3,63,1,1,2,3,1,0,1,1
3,30,1,7,3077,4,3,3,3,2,2,3,40,1,1,2,3,2,1,1,1
3,18,3,7,1505,2,0,4,3,2,2,1,32,1,0,1,0,1,1,1,1
2,24,1,7,3148,4,0,3,3,2,2,3,31,1,1,2,3,1,1,1,1
0,20,4,2,6148,0,3,3,2,2,4,3,31,0,1,2,3,1,1,1,1
2,9,4,7,1337,2,2,4,3,2,2,3,34,1,1,2,0,1,1,1,0
0,6,0,4,433,3,2,4,0,2,2,0,24,0,2,1,3,2,0,1,0
1,12,3,1,1228,2,0,4,0,2,2,2,24,1,1,1,2,1,0,1,0
0,9,3,7,790,1,0,4,0,2,3,2,66,1,1,1,2,1,0,1,1
3,27,3,1,2570,2,0,3,0,2,3,2,21,1,2,1,3,1,0,1,0
3,6,1,1,250,3,0,2,0,2,2,2,41,0,1,2,2,1,0,1,1
3,15,1,7,1316,1,0,2,2,2,2,0,47,1,1,2,2,1,0,1,1
1,18,3,7,1882,2,0,4,0,2,4,3,25,0,2,2,3,1,0,1,0
0,48,0,3,6416,2,3,4,0,2,3,1,59,1,2,1,3,1,0,1,0
2,24,1,3,1275,3,0,2,1,2,4,2,36,1,1,2,3,1,1,1,1
0,24,2,7,6403,2,2,1,3,2,2,3,33,1,1,1,3,1,0,1,1
1,24,3,7,1987,2,0,2,3,2,4,2,21,1,2,1,2,2,0,1,0
0,8,3,7,760,2,1,4,0,1,2,2,44,1,1,1,2,1,0,1,1
3,24,3,2,2603,3,0,2,0,2,4,3,28,1,2,1,3,1,1,1,1
3,4,1,1,3380,2,1,1,0,2,1,2,37,1,1,1,3,2,0,1,1
0,36,0,0,3990,4,2,3,0,2,2,1,29,0,1,1,1,1,0,1,1
0,24,3,2,11560,2,0,1,0,2,4,3,23,1,2,2,0,1,0,1,0
1,18,3,1,4380,0,0,3,3,2,4,3,35,1,1,1,2,2,1,1,1
3,6,1,1,6761,2,1,1,3,2,3,1,45,1,1,2,0,2,1,1,1
0,30,4,3,4280,0,0,4,0,2,4,3,26,1,2,2,2,1,0,1,0
1,24,0,1,2325,0,1,2,3,2,3,3,32,0,1,1,3,1,0,1,1
0,10,0,7,1048,2,0,4,3,2,4,2,23,2,1,1,2,1,0,1,1
3,21,3,7,3160,4,3,4,3,2,3,0,41,1,1,1,3,1,1,1,1
1,24,0,5,2483,1,0,4,3,2,4,2,22,2,1,1,3,1,1,1,1
1,39,1,5,14179,4,1,4,3,2,4,0,30,1,1,2,0,1,1,1,1
1,13,1,3,1797,2,2,3,3,2,1,0,28,0,1,2,2,1,0,1,1
1,15,3,1,2511,2,4,1,0,2,4,3,23,1,2,1,3,1,0,1,1
1,12,3,1,1274,2,2,3,0,2,1,2,37,1,1,1,2,1,0,1,0
3,21,3,2,5248,4,0,1,3,2,3,3,26,1,1,1,3,1,0,1,1
3,15,3,2,3029,2,1,2,3,2,2,3,33,1,1,1,3,1,0,1,1
1,6,3,5,428,2,3,2,0,2,1,0,49,0,1,1,3,1,1,1,1
1,18,3,1,976,2,2,1,0,2,2,3,23,1,1,1,2,1,0,1,0
0,12,3,3,841,0,1,2,0,2,4,2,23,1,2,1,2,1,0,1,1
3,30,1,7,5771,2,1,4,0,2,2,3,25,1,1,2,3,1,0,1,1
3,12,2,8,1555,3,3,4,3,2,4,1,55,1,0,2,3,2,0,1,0
1,24,3,1,1285,4,1,4,0,2,4,1,32,1,2,1,3,1,0,1,0
2,6,1,1,1299,2,0,1,3,2,1,2,74,1,1,3,1,2,0,0,1
2,15,1,7,1271,4,0,3,3,2,4,1,39,1,0,2,3,1,1,1,0
3,24,3,1,1393,2,0,2,3,1,2,2,31,1,1,1,3,1,1,1,1
1,12,1,1,691,2,3,4,3,2,3,0,35,1,1,2,3,1,0,1,0
3,15,1,1,5045,4,3,1,0,2,4,3,59,1,1,1,3,1,1,1,1
1,18,1,5,2124,2,0,4,0,2,4,2,24,1,2,2,3,1,0,1,0
1,12,3,7,2214,2,0,4,3,2,3,0,24,1,1,1,2,1,0,1,1
3,21,1,1,12680,4,3,4,3,2,4,1,30,1,0,1,0,1,1,1,0
3,24,1,1,2463,0,1,4,2,2,3,0,27,1,1,2,3,1,1,1,1
0,12,3,7,1155,2,3,3,2,1,3,2,40,0,1,2,2,1,0,1,1
1,30,3,5,3108,2,2,2,1,2,4,0,31,1,1,1,2,1,0,1,0
3,10,3,2,2901,4,2,1,0,2,4,2,31,1,2,1,3,1,0,1,1
0,12,1,5,3617,2,3,1,3,2,4,3,28,1,2,3,3,1,1,1,1
3,12,1,7,1655,2,3,2,3,2,4,2,63,1,1,2,2,1,1,1,1
1,24,3,2,2812,4,3,2,0,2,4,2,26,1,2,1,3,1,0,1,1
1,36,1,4,8065,2,0,3,0,2,2,1,25,1,1,2,0,1,1,1,0
3,21,1,2,3275,2,3,1,3,2,4,3,36,1,1,1,0,1,1,1,1
3,24,1,7,2223,0,3,4,3,2,4,0,52,0,1,2,3,1,0,1,1
2,12,1,1,1480,1,4,2,3,2,4,1,66,0,0,3,1,1,0,1,1
1,24,3,1,1371,4,0,4,0,2,4,2,25,1,2,1,3,1,0,1,0
3,36,1,1,3535,2,1,4,3,2,4,3,37,1,1,2,3,1,1,1,1
1,18,3,7,3509,2,1,4,0,1,1,2,25,1,1,1,3,1,0,1,1
3,36,1,2,5711,3,3,4,3,2,2,3,38,1,1,2,0,1,1,1,1
0,18,3,8,3872,2,4,2,0,2,4,3,67,1,1,1,3,1,1,1,1
0,39,1,7,4933,2,1,2,3,1,2,2,25,1,1,2,3,1,0,1,0
3,24,1,1,1940,3,3,4,3,2,4,2,60,1,1,1,3,1,1,1,1
0,12,4,9,1410,2,0,2,3,2,2,2,31,1,1,1,2,1,1,1,1
0,12,3,1,836,0,2,4,0,2,2,0,23,0,1,1,2,1,0,1,0
0,20,3,2,6468,4,4,1,1,2,4,2,60,1,1,1,0,1,1,1,1
0,18,3,3,1941,3,0,4,3,2,2,0,35,1,1,1,2,1,1,1,1
3,22,3,7,2675,1,3,3,3,2,4,3,40,1,1,1,3,1,0,1,1
3,48,1,2,2751,4,3,4,3,2,3,3,38,1,1,2,3,2,1,1,1
0,48,2,4,6224,2,3,4,3,2,4,1,50,1,0,1,3,1,0,1,0
1,40,1,4,5998,2,0,4,3,2,3,1,27,0,1,1,3,1,1,1,0
0,21,3,3,1188,2,3,2,0,2,4,0,39,1,1,1,3,2,0,1,0
3,24,3,2,6313,4,3,3,3,2,4,3,41,1,1,1,0,2,1,1,1
3,6,1,5,1221,4,0,1,2,2,2,0,27,1,1,2,3,1,0,1,1
2,24,3,5,2892,2,3,3,1,2,4,1,51,1,0,1,3,1,0,1,1
3,24,3,5,3062,1,3,4,3,2,3,1,32,1,2,1,3,1,1,1,1
3,9,3,5,2301,0,2,2,0,2,4,0,22,1,2,1,3,1,0,1,1
1,18,3,2,7511,4,3,1,3,2,4,0,51,1,0,1,3,2,1,1,0
3,12,1,5,1258,2,2,2,0,2,4,0,22,1,2,2,2,1,0,1,1
3,24,2,1,717,4,3,4,2,2,4,3,54,1,1,2,3,1,1,1,1
0,9,3,1,1549,4,2,4,3,2,2,2,35,1,1,1,1,1,0,1,1
3,24,1,4,1597,2,3,4,3,2,4,1,54,1,0,2,3,2,0,1,1
0,18,1,7,1795,2,3,3,0,1,4,2,48,0,2,2,2,1,1,1,1
1,20,1,5,4272,2,3,1,0,2,4,0,24,1,1,2,3,1,0,1,1
3,12,1,7,976,4,3,4,3,2,4,3,35,1,1,2,3,1,0,1,1
0,12,3,1,7472,4,4,1,0,2,2,2,24,1,2,1,1,1,0,1,1
1,36,3,1,9271,2,1,2,3,2,1,3,24,1,1,1,3,1,1,1,0
0,6,3,7,590,2,2,3,2,2,3,2,26,1,1,1,2,1,0,0,1
3,12,1,7,930,4,3,4,3,2,4,2,65,1,1,4,3,1,0,1,1
0,42,0,2,9283,2,4,1,3,2,2,1,55,0,0,1,0,1,1,1,1
0,15,4,1,1778,2,2,2,0,2,1,2,26,1,2,2,1,1,0,1,0
0,8,3,3,907,2,2,3,2,2,2,2,26,1,1,1,3,1,1,1,1
0,6,3,7,484,2,1,3,2,1,3,2,28,0,1,1,2,1,0,1,1
1,36,1,2,9629,2,1,4,3,2,4,3,24,1,1,2,3,1,1,1,0
1,48,3,0,3051,2,0,3,3,2,4,3,54,1,1,1,3,1,0,1,0
1,48,3,1,3931,2,1,4,3,2,4,1,46,1,0,1,3,2,0,1,0
0,36,2,1,7432,2,0,2,0,2,2,0,54,1,2,1,3,1,0,1,1
3,6,3,0,1338,1,0,1,1,2,4,2,62,1,1,1,3,1,0,1,1
3,6,1,7,1554,2,1,1,0,2,2,3,24,1,2,2,3,1,1,1,1
1,36,3,6,15857,2,4,2,1,0,3,3,43,1,1,1,0,1,0,1,1
1,18,3,7,1345,2,0,4,2,2,3,2,26,0,1,1,3,1,0,1,0
3,12,3,1,1101,2,0,3,2,2,2,2,27,1,1,2,3,1,1,1,1
2,12,3,7,3016,2,0,3,2,2,1,3,24,1,1,1,3,1,0,1,1
1,36,3,5,2712,2,3,2,3,2,2,0,41,0,1,1,3,2,0,1,0
1,8,1,1,731,2,3,4,3,2,4,2,47,1,1,2,2,1,0,1,1
3,18,1,5,3780,2,2,3,1,2,2,3,35,1,1,2,0,1,1,1,1
1,21,1,1,1602,2,3,4,2,2,3,3,30,1,1,2,3,1,1,1,1
1,18,1,1,3966,2,3,1,0,2,4,2,33,0,2,3,3,1,1,1,0
3,18,4,3,4165,2,0,2,3,2,2,3,36,2,1,2,3,2,0,1,0
1,36,3,2,8335,4,3,3,3,2,4,1,47,1,0,1,3,1,0,1,0
0,48,2,3,6681,4,0,4,3,2,4,1,38,1,0,1,3,2,1,1,1
3,24,2,3,2375,1,0,4,3,2,2,3,44,1,1,2,3,2,1,1,1
1,18,3,1,1216,2,2,4,0,2,3,3,23,1,2,1,3,1,1,1,0
1,45,4,3,11816,2,3,2,3,2,4,3,29,1,2,2,3,1,0,1,0
0,24,3,7,5084,4,3,2,0,2,4,3,42,1,1,1,3,1,1,1,1
2,15,3,7,2327,2,2,2,0,2,3,2,25,1,1,1,2,1,0,1,0
1,12,4,1,1082,2,0,4,3,2,4,3,48,0,1,2,3,1,0,1,0
3,12,3,7,886,4,0,4,0,2,2,3,21,1,1,1,3,1,0,1,1
3,4,3,5,601,2,2,1,0,2,3,2,23,1,2,1,2,2,0,1,1
1,24,1,2,2957,2,3,4,3,2,4,0,63,1,1,2,3,1,1,1,1
3,24,1,7,2611,2,3,4,2,0,3,2,46,1,1,2,3,1,0,1,1
1,36,3,5,5179,2,1,4,3,2,2,0,29,1,1,1,3,1,0,1,0
3,21,2,2,2993,2,0,3,3,2,2,2,28,2,1,2,2,1,0,1,1
3,18,3,8,1943,2,2,4,0,2,4,2,23,1,1,1,3,1,0,1,0
3,24,0,3,1559,2,1,4,3,2,4,3,50,0,1,1,3,1,1,1,1
3,18,3,5,3422,2,3,4,3,2,4,0,47,0,1,3,3,2,1,1,1
0,21,3,5,3976,4,1,2,3,2,3,3,35,1,1,1,3,1,1,1,1
3,18,3,1,6761,4,0,2,3,2,4,3,68,1,2,2,3,1,0,1,0
3,24,3,1,1249,2,2,4,2,2,2,2,28,1,1,1,3,1,0,1,1
1,9,3,7,1364,2,1,3,3,2,4,2,59,1,1,1,3,1,0,1,1
1,12,3,7,709,2,3,4,3,2,4,2,57,2,1,1,2,1,0,1,0
1,20,1,1,2235,2,0,4,2,1,2,0,33,0,2,2,3,1,0,0,0
3,24,1,2,4042,4,1,3,3,2,4,0,43,1,1,2,3,1,1,1,1
3,15,1,7,1471,2,0,4,3,2,4,1,35,1,0,2,3,1,1,1,1
1,18,0,1,1442,2,1,4,3,2,4,1,32,1,0,2,2,2,0,1,0
3,36,2,1,10875,2,3,2,3,2,2,3,45,1,1,2,3,2,1,1,1
3,24,3,1,1474,0,2,4,2,2,3,2,33,1,1,1,3,1,1,1,1
3,10,3,9,894,4,1,4,0,2,3,0,40,1,1,1,3,1,1,1,1
3,15,1,5,3343,2,0,4,3,2,2,1,28,1,0,1,3,1,1,1,1
1,15,3,1,3959,2,0,3,0,2,2,0,29,1,1,1,3,1,1,1,0
3,9,3,1,3577,0,0,1,3,1,2,2,26,1,2,1,3,2,0,0,1
3,24,1,2,5804,3,0,4,3,2,2,2,27,1,1,2,3,1,0,1,1
3,18,2,3,2169,2,0,4,2,2,2,3,28,1,1,1,3,1,1,1,0
1,24,3,7,2439,2,2,4,0,2,4,2,35,1,1,1,3,1,1,1,0
3,27,1,5,4526,3,2,4,3,2,2,2,32,2,1,2,2,2,1,1,1
3,10,3,5,2210,2,0,2,3,2,2,2,25,0,2,1,2,1,0,1,0
3,15,3,5,2221,1,0,2,0,2,4,3,20,1,2,1,3,1,0,1,1
1,18,3,7,2389,2,2,4,0,2,1,3,27,2,1,1,3,1,0,1,1
3,12,1,5,3331,2,3,2,3,2,4,0,42,2,1,1,3,1,0,1,1
3,36,3,3,7409,4,3,3,3,2,2,0,37,1,1,2,3,1,0,1,1
1,12,3,5,652,2,3,4,0,2,4,0,24,1,2,1,3,1,0,1,1
3,36,2,5,7678,1,1,2,0,2,4,3,40,1,1,2,3,1,1,1,1
2,6,1,1,1343,2,3,1,3,2,4,2,46,1,1,2,3,2,0,0,1
1,24,1,3,1382,0,1,4,3,2,1,2,26,1,1,2,3,1,1,1,1
3,15,3,0,874,4,2,4,0,2,1,2,24,1,1,1,3,1,0,1,1
1,12,3,5,3590,2,0,2,3,0,2,0,29,1,1,1,2,2,0,1,1
0,11,1,1,1322,3,0,4,0,2,4,3,40,1,1,2,3,1,0,1,1
1,18,0,7,1940,2,2,3,3,0,4,1,36,0,0,1,0,1,1,1,1
3,36,3,7,3595,2,3,4,3,2,2,3,28,1,1,1,3,1,0,1,1
1,9,3,1,1422,2,2,3,3,2,2,1,27,1,0,1,0,1,1,1,0
3,30,1,7,6742,4,1,2,3,2,3,0,36,1,1,2,3,1,0,1,1
3,24,3,2,7814,2,1,3,3,2,3,3,38,1,1,1,0,1,1,1,1
3,24,3,2,9277,4,0,2,1,2,4,1,48,1,0,1,3,1,1,1,1
0,30,1,1,2181,4,3,4,3,2,4,2,36,1,1,2,3,1,0,1,1
3,18,1,7,1098,2,4,4,0,2,4,3,65,1,1,2,1,1,0,1,1
0,24,3,5,4057,2,1,3,1,2,3,3,43,1,1,1,3,1,1,1,0
1,12,3,4,795,2,2,4,0,2,4,0,53,1,1,1,3,1,0,1,0
0,24,1,3,2825,4,1,4,3,2,3,1,34,1,1,2,3,2,1,1,1
0,48,3,3,15672,2,0,2,3,2,2,3,23,1,1,1,3,1,1,1,0
3,36,1,1,6614,2,3,4,3,2,4,3,34,1,1,2,0,1,1,1,1
3,28,0,2,7824,4,2,3,3,1,4,2,40,0,2,2,3,2,1,1,1
1,27,1,3,2442,2,3,4,3,2,4,3,43,2,1,4,0,2,1,1,1
3,15,1,7,1829,2,3,4,3,2,4,3,46,1,1,2,3,1,1,1,1
1,12,1,1,2171,2,0,4,3,2,4,0,38,0,1,2,2,1,0,0,1
0,36,1,2,5800,2,0,3,3,2,4,3,34,1,1,2,3,1,1,1,1
3,18,1,7,1169,4,0,4,3,2,3,0,29,1,1,2,3,1,1,1,1
3,36,2,2,8947,4,1,3,3,2,2,3,31,2,1,1,0,2,1,1,1
1,21,3,7,2606,2,2,4,0,2,4,0,28,1,2,1,0,1,1,1,1
3,12,1,5,1592,3,1,3,0,2,2,0,35,1,1,1,3,1,0,0,1
3,15,3,5,2186,4,1,1,0,2,4,2,33,0,2,1,2,1,0,1,1
1,18,3,5,4153,2,0,2,3,0,3,3,42,1,1,1,3,1,0,1,0
1,16,1,1,2625,2,3,2,3,1,4,0,43,0,2,1,3,1,1,1,0
3,20,1,1,3485,4,2,2,1,2,4,2,44,1,1,2,3,1,1,1,1
3,36,1,2,10477,4,3,2,3,2,4,1,42,1,0,2,3,1,0,1,1
3,15,3,7,1386,4,0,4,2,2,2,2,40,1,2,1,3,1,1,1,1
3,24,3,7,1278,2,3,4,3,2,1,2,36,1,1,1,0,1,1,1,1
1,12,3,7,1107,2,0,2,3,2,2,2,20,1,2,1,0,2,1,1,1
1,21,3,1,3763,4,1,2,3,0,2,2,24,1,1,1,2,1,0,0,1
0,36,3,4,3711,4,0,2,2,2,2,3,27,1,1,1,3,1,0,1,1
3,15,2,2,3594,2,2,1,0,2,2,0,46,1,1,2,2,1,0,1,1
0,9,3,1,3195,4,0,1,0,2,2,2,33,1,1,1,2,1,0,1,1
3,36,2,7,4454,2,0,4,0,2,4,2,34,1,1,2,3,1,0,1,1
0,24,1,5,4736,2,2,2,0,2,4,3,25,0,1,1,2,1,0,1,0
0,30,3,7,2991,4,3,2,0,2,4,3,25,1,1,1,3,1,0,1,1
3,11,3,3,2142,3,3,1,1,2,2,2,28,1,1,1,3,1,1,1,1
1,24,0,3,3161,2,0,4,3,2,2,0,31,1,2,1,3,1,1,1,0
0,48,4,6,18424,2,0,1,0,2,2,0,32,0,1,1,0,1,1,0,0
3,10,3,2,2848,0,0,1,3,0,2,2,32,1,1,1,3,2,0,1,1
1,6,3,1,14896,2,3,1,3,2,4,1,68,0,1,1,0,1,1,1,0
1,24,3,5,2359,0,4,1,1,2,1,0,33,1,1,1,3,1,0,1,0
1,24,3,5,3345,2,3,4,3,2,2,0,39,1,2,1,0,1,1,1,0
3,18,1,5,1817,2,0,4,0,2,2,1,28,1,1,2,3,1,0,1,1
3,48,2,7,12749,1,1,4,3,2,1,3,37,1,1,1,0,1,1,1,1
1,9,3,7,1366,2,2,3,0,2,4,0,22,1,2,1,3,1,0,1,0
0,12,3,1,2002,2,1,3,3,2,4,0,30,1,2,1,3,2,1,1,1
1,24,0,5,6872,2,2,2,1,2,1,0,55,0,1,1,3,1,1,1,0
1,12,0,1,697,2,2,4,3,2,2,3,46,0,1,2,3,1,1,1,0
1,18,1,5,1049,2,2,4,0,2,4,0,21,1,2,1,3,1,0,1,1
1,48,3,2,10297,2,1,4,3,2,4,1,39,2,0,3,3,2,1,1,0
3,30,3,7,1867,4,3,4,3,2,4,3,58,1,1,1,3,1,1,1,1
1,12,2,1,1344,2,0,4,3,2,2,2,43,1,1,2,2,2,0,1,1
1,24,3,5,1747,2,2,4,3,0,1,0,24,1,1,1,2,1,0,0,1
0,9,3,7,1670,2,2,4,0,2,2,3,22,1,1,1,3,1,1,1,0
3,9,1,1,1224,2,0,3,3,2,1,2,30,1,1,2,3,1,0,1,1
3,12,1,7,522,1,3,4,3,2,4,0,42,1,1,2,3,2,1,1,1
1,12,3,7,1498,2,0,4,0,2,1,3,23,0,1,1,3,1,0,1,1
0,30,2,7,1919,0,2,4,3,2,3,1,30,2,1,2,0,1,0,1,0
2,9,3,7,745,2,0,3,0,2,2,2,28,1,1,1,2,1,0,1,0
0,6,3,7,2063,2,2,4,2,2,3,3,30,1,2,1,0,1,1,1,1
0,60,3,4,6288,2,0,4,3,2,4,1,42,1,0,1,3,1,0,1,0
3,24,1,2,6842,4,0,2,3,2,4,0,46,1,1,2,0,2,1,1,1
3,12,3,1,3527,4,2,2,3,2,3,0,45,1,1,1,0,2,1,1,1
3,10,3,1,1546,2,0,3,3,2,2,2,31,1,1,1,2,2,0,0,1
3,24,3,5,929,4,1,4,3,2,2,3,31,2,1,1,3,1,1,1,1
3,4,1,1,1455,2,1,2,3,2,1,2,42,1,1,3,2,2,0,1,1
1,15,3,5,1845,2,2,4,0,1,1,0,46,1,2,1,3,1,0,1,1
0,48,4,1,8358,1,2,1,0,2,1,3,30,1,1,2,3,1,0,1,1
1,24,0,5,3349,1,2,4,3,2,4,1,30,1,0,1,3,2,1,1,0
3,12,3,1,2859,4,4,4,3,2,4,1,38,1,1,1,0,1,1,1,1
3,18,3,5,1533,2,2,4,2,0,1,0,43,1,1,1,2,2,0,1,0
3,24,3,7,3621,0,3,2,3,2,4,3,31,1,1,2,3,1,0,1,0
0,18,1,3,3590,2,4,3,2,2,3,3,40,1,1,3,1,2,1,1,1
1,36,2,3,2145,2,1,2,3,2,1,3,24,1,1,2,3,1,1,1,0
0,24,3,2,4113,1,2,3,0,2,4,3,28,1,2,1,3,1,0,1,0
3,36,3,5,10974,2,4,4,0,2,2,3,26,1,1,2,0,1,1,1,0
1,12,3,1,1893,2,0,4,0,1,4,0,29,1,1,1,3,1,1,1,1
1,24,1,7,1231,3,3,4,0,2,4,0,57,1,2,2,0,1,1,1,1
2,30,1,7,3656,4,3,4,3,2,4,0,49,2,1,2,2,1,0,1,1
0,9,1,7,1154,2,3,2,3,2,4,2,37,1,1,3,2,1,0,1,1
1,28,3,1,4006,2,0,3,3,2,2,3,45,1,1,1,2,1,0,1,0
0,24,3,5,3069,0,3,4,3,2,4,1,30,1,0,1,3,1,0,1,1
3,6,1,7,1740,2,3,2,2,2,2,2,30,1,2,2,3,1,0,1,1
0,21,2,1,2353,2,0,1,1,2,4,0,47,1,1,2,3,1,0,1,1
3,15,3,1,3556,4,0,3,3,2,2,1,29,1,1,1,3,1,0,1,1
3,24,3,7,2397,1,3,3,3,2,2,3,35,0,1,2,3,1,1,1,0
0,6,3,8,454,2,2,3,2,2,1,0,22,1,1,1,2,1,0,1,1
0,30,3,7,1715,4,0,4,0,2,1,3,26,1,1,1,3,1,0,1,1
0,27,1,7,2520,1,0,4,3,2,2,0,23,1,1,2,2,1,0,1,0
3,15,3,7,3568,2,3,4,0,2,2,3,54,0,2,1,0,1,1,1,1
3,42,3,7,7166,4,1,2,2,2,4,0,29,1,2,1,3,1,1,1,1
1,11,1,1,3939,2,0,1,3,2,2,2,40,1,1,2,2,2,0,1,1
0,15,3,8,1514,0,0,4,3,1,2,2,22,1,1,1,3,1,0,1,1
3,24,3,1,7393,2,0,1,3,2,4,0,43,1,1,1,2,2,0,1,1
1,24,0,1,1193,2,4,1,0,0,4,1,29,1,2,2,1,1,0,1,0
