Rooms,Propertycount,Price,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea_Banyule,CouncilArea_Bayside,CouncilArea_Boroondara,CouncilArea_Brimbank,CouncilArea_Cardinia,CouncilArea_Casey,CouncilArea_Darebin,CouncilArea_Frankston,CouncilArea_Glen Eira,CouncilArea_Greater Dandenong,CouncilArea_Hobsons Bay,CouncilArea_Hume,CouncilArea_Kingston,CouncilArea_Knox,CouncilArea_Macedon Ranges,CouncilArea_Manningham,CouncilArea_Maribyrnong,CouncilArea_Maroondah,CouncilArea_Melbourne,CouncilArea_Melton,CouncilArea_Monash,CouncilArea_Moonee Valley,CouncilArea_Moorabool,CouncilArea_Moreland,CouncilArea_Nillumbik,CouncilArea_Port Phillip,CouncilArea_Stonnington,CouncilArea_Unavailable,CouncilArea_Whitehorse,CouncilArea_Whittlesea,CouncilArea_Wyndham,CouncilArea_Yarra,CouncilArea_Yarra Ranges,CouncilArea_nan,Lattitude,Longtitude,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Type
3,1989.0,881000.0,0,1,0,0,0,736483,31.2,3197,3.0,1.0,2.0,538.0,109.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.07405,145.13211,0,0,0,0,1,0,0,0,0
4,1989.0,845000.0,1,0,0,0,0,736483,31.2,3197,4.0,2.0,2.0,633.0,134.0,1930.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.0781,145.12429,0,0,0,0,1,0,0,0,0
3,3582.0,1080000.0,1,0,0,0,0,736483,11.7,3148,3.0,1.0,1.0,588.0,93.5,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.882459999999995,145.10046,0,0,0,0,0,1,0,0,0
2,3582.0,674000.0,0,1,0,0,0,736483,11.7,3148,2.0,1.0,1.0,218.0,94.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.88093,145.10574,0,0,0,0,0,1,0,0,0
3,3906.0,840000.0,0,1,0,0,0,736483,27.0,3196,3.0,2.0,2.0,534.0,126.0,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.04683,145.1261,0,0,0,0,1,0,0,0,0
2,9758.0,745000.0,0,1,0,0,0,736483,17.9,3192,2.0,1.0,2.0,359.0,98.5,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.96342,145.06516000000005,0,0,0,0,0,1,0,0,1
3,9758.0,1240000.0,0,1,0,0,0,736483,17.9,3192,3.0,1.0,4.0,605.0,130.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.97161,145.07036000000005,0,0,0,0,0,1,0,0,0
3,5837.0,1300000.0,0,0,1,0,0,736483,16.7,3168,3.0,1.0,2.0,725.0,119.0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.91865,145.14341000000005,0,0,0,0,1,0,0,0,0
2,2954.0,700000.0,1,0,0,0,0,736483,3.6,3068,2.0,2.0,1.0,533.0,116.5,1980.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-37.79443,144.9995,0,0,1,0,0,0,0,0,0
3,11204.0,880000.0,0,1,0,0,0,736483,6.7,3058,3.0,2.0,1.0,229.0,114.0,1990.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.74524,144.9754,0,0,1,0,0,0,0,0,0
4,11204.0,1525000.0,0,1,0,0,0,736483,6.7,3058,4.0,2.0,2.0,604.0,111.5,2000.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.73975,144.9651,0,0,1,0,0,0,0,0,0
3,11204.0,690000.0,0,0,0,1,0,736483,6.7,3058,3.0,1.0,1.0,64.0,109.0,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.75535,144.96481,0,0,1,0,0,0,0,0,1
2,11204.0,960000.0,0,1,0,0,0,736483,6.7,3058,2.0,1.0,3.0,398.0,139.0,1970.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.74966,144.9682,0,0,1,0,0,0,0,0,0
3,11204.0,1600000.0,0,1,0,0,0,736483,6.7,3058,3.0,2.0,2.0,737.0,169.0,1930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.75107,144.95112,0,0,1,0,0,0,0,0,0
3,11204.0,1157000.0,0,0,0,1,0,736483,6.7,3058,3.0,1.0,1.0,480.0,151.0,1946.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.73894,144.95067,0,0,1,0,0,0,0,0,0
2,11204.0,867000.0,0,1,0,0,0,736483,6.7,3058,2.0,1.0,1.0,208.0,133.0,1963.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.74373,144.95783,0,0,1,0,0,0,0,0,0
3,3445.0,690000.0,0,1,0,0,0,736483,6.7,3058,3.0,1.0,2.0,479.0,115.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.73251,144.98178000000001,0,0,1,0,0,0,0,0,0
4,3445.0,850000.0,1,0,0,0,0,736483,6.7,3058,4.0,2.0,2.0,300.0,157.9351,1988.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7296,144.97988,0,0,1,0,0,0,0,0,0
2,3445.0,700000.0,1,0,0,0,0,736483,6.7,3058,2.0,1.0,1.0,303.0,159.29006666666666,1996.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.73285,144.97274,0,0,1,0,0,0,0,0,0
2,4553.0,1025000.0,0,0,0,1,0,736483,2.0,3066,3.0,2.0,1.0,108.0,162.0,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-37.79531,144.9863,0,0,1,0,0,0,0,0,0
4,15510.0,725000.0,0,1,0,0,0,736483,20.6,3064,4.0,2.0,3.0,854.0,188.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.59908,144.93954,0,0,1,0,0,0,0,0,0
4,15510.0,667000.0,0,1,0,0,0,736483,20.6,3064,4.0,2.0,2.0,480.0,214.0,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.57201,144.90896999999995,0,0,1,0,0,0,0,0,0
3,11925.0,877500.0,0,1,0,0,0,736483,23.0,3136,3.0,2.0,1.0,979.0,182.0,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7917,145.29665,1,0,0,0,0,0,0,0,0
3,10894.0,678000.0,0,1,0,0,0,736483,24.7,3175,3.0,1.0,2.0,624.0,150.0,1970.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.97806,145.20432,0,0,0,0,1,0,0,0,0
3,8322.0,595000.0,0,1,0,0,0,736483,24.7,3175,3.0,1.0,1.0,530.0,128.0,1970.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.96006,145.22093999999996,0,0,0,0,1,0,0,0,0
3,3940.0,816000.0,0,1,0,0,0,736483,22.2,3172,3.0,2.0,2.0,533.0,122.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.986,145.12035,0,0,0,0,1,0,0,0,0
4,9028.0,2600000.0,0,0,0,1,0,736483,12.4,3108,4.0,4.0,2.0,1072.0,328.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.79094,145.12733,1,0,0,0,0,0,0,0,0
3,9028.0,1285000.0,0,0,1,0,0,736483,12.4,3108,3.0,1.0,2.0,645.0,227.5,1962.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.77969,145.14033,1,0,0,0,0,0,0,0,0
3,9028.0,1360000.0,0,0,0,1,0,736483,12.4,3108,3.0,1.0,2.0,647.0,127.0,1965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.79436,145.13869,1,0,0,0,0,0,0,0,0
5,9028.0,1600000.0,1,0,0,0,0,736483,12.4,3108,5.0,2.0,2.0,757.0,335.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.77536,145.13163,1,0,0,0,0,0,0,0,0
5,9028.0,1370000.0,0,1,0,0,0,736483,12.4,3108,5.0,2.0,2.0,768.0,289.6666666666667,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.77934000000001,145.11344,1,0,0,0,0,0,0,0,0
4,10999.0,1760000.0,0,1,0,0,0,736483,14.3,3109,4.0,4.0,2.0,651.0,244.33333333333331,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.78535,145.14536,1,0,0,0,0,0,0,0,0
4,10999.0,1662000.0,0,1,0,0,0,736483,14.3,3109,4.0,2.0,2.0,785.0,199.0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7738,145.16711999999995,1,0,0,0,0,0,0,0,0
3,3533.0,545000.0,0,0,0,1,0,736483,28.8,3177,3.0,1.0,1.0,700.0,113.0,1960.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.99095,145.2316,0,0,0,0,1,0,0,0,0
2,4898.0,716000.0,0,1,0,0,0,736483,7.2,3185,2.0,1.0,1.0,0.0,99.5,1970.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.89438,145.00851,0,0,0,0,0,1,0,0,0
4,6990.0,975000.0,0,1,0,0,0,736483,18.0,3095,4.0,1.0,2.0,1005.0,92.33333333333333,1969.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-37.71119,145.15333,1,0,0,0,0,0,0,0,0
3,6990.0,842000.0,0,1,0,0,0,736483,18.0,3095,3.0,1.0,1.0,960.0,78.66666666666667,1968.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-37.709,145.14131,1,0,0,0,0,0,0,0,0
3,10926.0,540000.0,0,1,0,0,0,736483,19.6,3076,3.0,1.0,4.0,699.0,118.0,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-37.65105,145.04613,0,0,1,0,0,0,0,0,0
3,10926.0,620000.0,0,1,0,0,0,736483,19.6,3076,3.0,1.0,2.0,606.0,120.0,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-37.64954,145.03648,0,0,1,0,0,0,0,0,0
4,10926.0,598000.0,0,1,0,0,0,736483,19.6,3076,3.0,2.0,3.0,558.0,129.0,1992.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-37.64262,145.0407,0,0,1,0,0,0,0,0,0
4,10926.0,650000.0,0,1,0,0,0,736483,19.6,3076,4.0,2.0,2.0,469.0,138.0,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-37.6248,145.01032,0,0,1,0,0,0,0,0,0
3,9264.0,1025000.0,0,1,0,0,0,736483,7.5,3040,3.0,2.0,2.0,203.0,156.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.75582,144.91061000000005,0,0,0,0,0,0,1,0,0
4,9264.0,1360000.0,0,1,0,0,0,736483,7.5,3040,4.0,2.0,1.0,267.0,153.66666666666666,1980.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.75472,144.92723,0,0,0,0,0,0,1,0,0
3,9264.0,900000.0,1,0,0,0,0,736483,7.5,3040,3.0,1.0,1.0,324.0,151.33333333333334,1945.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.7525,144.90417,0,0,0,0,0,0,1,0,0
3,9264.0,1320000.0,0,1,0,0,0,736483,7.5,3040,3.0,2.0,1.0,276.0,149.0,1910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.751259999999995,144.89558,0,0,0,0,0,0,1,0,0
5,9264.0,2210000.0,0,1,0,0,0,736483,7.5,3040,5.0,3.0,2.0,590.0,223.0,1880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.755109999999995,144.90935,0,0,0,0,0,0,1,0,0
3,2970.0,1200000.0,0,1,0,0,0,736483,5.7,3078,3.0,1.0,2.0,440.0,184.5,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.77558,145.02451000000005,0,0,1,0,0,0,0,0,0
3,5070.0,700000.0,0,1,0,0,0,736483,13.1,3060,3.0,2.0,2.0,400.0,146.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.71693,144.96527,0,0,1,0,0,0,0,0,0
3,5070.0,712000.0,0,1,0,0,0,736483,13.1,3060,3.0,1.0,2.0,603.0,94.3,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.70037,144.97007,0,0,1,0,0,0,0,0,0
3,5070.0,775000.0,0,1,0,0,0,736483,13.1,3060,3.0,1.0,2.0,621.0,141.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.711929999999995,144.974,0,0,1,0,0,0,0,0,0
4,5070.0,821000.0,0,1,0,0,0,736483,13.1,3060,4.0,1.0,1.0,687.0,155.625,1945.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.71881,144.96527,0,0,1,0,0,0,0,0,0
3,10788.0,663500.0,0,1,0,0,0,736483,24.8,3156,3.0,1.0,2.0,736.0,170.25,1931.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.88909,145.26935,1,0,0,0,0,0,0,0,0
3,10788.0,805000.0,0,1,0,0,0,736483,24.8,3156,3.0,1.0,2.0,1008.0,184.875,1916.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.89879000000001,145.28866000000005,1,0,0,0,0,0,0,0,0
4,3593.0,1290000.0,0,1,0,0,0,736483,3.4,3031,4.0,2.0,0.0,202.0,199.5,1902.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.78358,144.92927,0,0,1,0,0,0,0,0,0
4,3593.0,2268000.0,0,1,0,0,0,736483,3.4,3031,4.0,2.0,2.0,616.0,214.125,1888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-37.78474,144.9322,0,0,1,0,0,0,0,0,0
3,17055.0,700000.0,0,1,0,0,0,736483,38.0,3199,3.0,1.0,2.0,593.0,102.0,1960.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.15517,145.12705,0,0,0,0,1,0,0,0,0
3,2500.0,452000.0,0,0,0,1,0,736483,36.9,3200,3.0,1.0,0.0,624.0,114.0,1962.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.1187,145.14973,0,1,0,0,0,0,0,0,0
3,10412.0,1890000.0,0,1,0,0,0,736483,7.3,3146,3.0,1.0,2.0,554.0,169.0,1925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.84949,145.07726,0,0,0,0,0,1,0,0,0
4,15321.0,1750000.0,0,1,0,0,0,736483,16.7,3150,4.0,1.0,2.0,655.0,161.0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.87173,145.15267,1,0,0,0,0,0,0,0,0
4,8870.0,750000.0,1,0,0,0,0,736483,11.2,3046,4.0,2.0,3.0,659.0,100.5,1967.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.70619,144.92916,0,0,1,0,0,0,0,0,0
3,8870.0,695000.0,0,1,0,0,0,736483,11.2,3046,3.0,1.0,2.0,649.0,95.0,1955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.69777,144.91952,0,0,1,0,0,0,0,0,0
3,8524.0,817000.0,0,1,0,0,0,736483,16.1,3088,3.0,2.0,1.0,610.0,21.0,1970.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.71437,145.10112,0,0,1,0,0,0,0,0,0
3,8524.0,760000.0,0,1,0,0,0,736483,16.1,3088,3.0,1.0,3.0,570.0,112.5,1980.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.70817,145.10028,0,0,1,0,0,0,0,0,0
3,4864.0,680000.0,0,1,0,0,0,736483,20.4,3059,3.0,2.0,1.0,650.0,204.0,1990.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.64049,144.8846,0,0,1,0,0,0,0,0,0
5,4864.0,1170000.0,0,1,0,0,0,736483,20.4,3059,5.0,3.0,5.0,1750.0,310.0,1990.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.65439,144.89113,0,0,1,0,0,0,0,0,0
5,4864.0,830000.0,0,0,0,1,0,736483,20.4,3059,5.0,4.0,5.0,602.0,264.0,2001.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.65039,144.89948,0,0,1,0,0,0,0,0,0
3,2606.0,731000.0,0,1,0,0,0,736483,11.2,3046,3.0,1.0,2.0,608.0,188.5,1980.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.70527,144.95084,0,0,1,0,0,0,0,0,0
3,2606.0,827000.0,0,1,0,0,0,736483,11.2,3046,3.0,1.0,2.0,676.0,113.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.70328,144.94161,0,0,1,0,0,0,0,0,0
3,2606.0,627000.0,0,1,0,0,0,736483,11.2,3046,3.0,2.0,2.0,0.0,139.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.70903,144.93995,0,0,1,0,0,0,0,0,1
3,3728.0,680000.0,0,1,0,0,0,736483,32.3,3803,3.0,1.0,2.0,795.0,117.44,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.00533,145.26907,0,0,0,0,1,0,0,0,0
5,11308.0,5510000.0,0,1,0,0,0,736483,5.3,3122,5.0,2.0,5.0,820.0,300.0,1971.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.83031,145.02973,0,0,0,0,0,1,0,0,0
4,11308.0,3335000.0,0,1,0,0,0,736483,5.3,3122,4.0,2.0,2.0,371.0,276.0,1890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.81474,145.02608999999995,0,0,0,0,0,1,0,0,0
2,11308.0,1790000.0,0,1,0,0,0,736483,5.3,3122,2.0,2.0,2.0,460.0,71.66666666666667,1958.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.83432,145.04152,0,0,0,0,0,1,0,0,0
3,6482.0,1875000.0,0,1,0,0,0,736483,6.2,3123,3.0,2.0,1.0,282.0,141.0,1890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.82911,145.04531,0,0,0,0,0,1,0,0,0
4,6482.0,2320000.0,0,1,0,0,0,736483,6.2,3123,4.0,2.0,2.0,528.0,199.0,1980.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.835390000000004,145.0431,0,0,0,0,0,1,0,0,0
3,6482.0,1465000.0,0,1,0,0,0,736483,6.2,3123,3.0,2.0,2.0,265.0,177.0,2010.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.84506,145.05246,0,0,0,0,0,1,0,0,1
3,3794.0,701000.0,0,0,0,1,0,736483,21.3,3135,3.0,2.0,2.0,173.0,140.0,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.8327,145.2348,1,0,0,0,0,0,0,0,1
3,3794.0,850000.0,0,1,0,0,0,736483,21.3,3135,3.0,1.0,2.0,797.0,132.5,1984.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.83058,145.23071000000004,1,0,0,0,0,0,0,0,0
3,2947.0,885000.0,0,0,0,0,1,736483,8.8,3081,3.0,1.0,1.0,592.0,125.0,1960.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.737359999999995,145.05603,1,0,0,0,0,0,0,0,0
3,4794.0,1190000.0,0,0,1,0,0,736483,16.0,3190,3.0,1.0,1.0,635.0,139.0,1978.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.94654,145.04863,0,0,0,0,0,1,0,0,0
3,5556.0,485000.0,0,0,0,1,0,736483,18.0,3037,3.0,2.0,1.0,453.0,153.0,1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.688109999999995,144.74999,0,0,0,0,0,0,1,0,0
3,13830.0,530000.0,0,1,0,0,0,736483,18.4,3029,3.0,2.0,2.0,530.0,148.75,1990.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-37.86515,144.66671000000005,0,0,0,0,0,0,1,0,0
3,13830.0,515000.0,0,1,0,0,0,736483,18.4,3029,3.0,1.0,2.0,565.0,144.5,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-37.868520000000004,144.68039,0,0,0,0,0,0,1,0,0
4,13830.0,1305000.0,0,1,0,0,0,736483,18.4,3029,4.0,2.0,0.0,4606.0,140.25,1977.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-37.849309999999996,144.6942,0,0,0,0,0,0,1,0,0
3,13830.0,555500.0,0,1,0,0,0,736483,18.4,3029,3.0,2.0,1.0,557.0,136.0,1971.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-37.87498,144.69617,0,0,0,0,0,0,1,0,0
