age,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,contact_cellular,contact_telephone,contact_unknown,day,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,duration,campaign,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
74,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4079,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,343,3,-1,0,0,0,0,1,1
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,228,2,182,6,1,0,0,0,1
43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7876,1,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,209,2,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,925,1,0,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,709,1,-1,0,0,0,0,1,1
54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7010,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,275,2,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,42,1,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,51,2,342,3,1,0,0,0,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,285,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,267,1,-1,0,0,0,0,1,0
41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,0,0,0,95,1,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3170,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,246,2,-1,0,0,0,0,1,0
48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,46,1,-1,0,0,0,0,1,0
42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,216,1,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,144,3,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2975,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,249,2,-1,0,0,0,0,1,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,894,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,328,1,-1,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,490,1,1,0,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,17,1,-1,0,0,0,0,1,0
45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,245,1,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,0,0,126,3,-1,0,0,0,0,1,0
59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,52,8,-1,0,0,0,0,1,0
47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,150,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,52,1,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,285,5,-1,0,0,0,0,1,0
59,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1727,0,0,0,1,0,25,0,0,0,0,0,0,0,0,1,0,0,0,500,4,358,2,1,0,0,0,1
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,664,0,1,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,955,5,-1,0,0,0,0,1,1
42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,473,1,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,216,5,-1,0,0,0,0,1,0
51,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,84,7,-1,0,0,0,0,1,0
45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-192,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,138,3,-1,0,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1942,1,1,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,436,2,178,3,0,1,0,0,1
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5137,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,123,1,-1,0,0,0,0,1,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13044,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,36,4,-1,0,0,0,0,1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1053,0,0,0,0,1,16,0,0,0,0,0,0,1,0,0,0,0,0,405,3,-1,0,0,0,0,1,0
73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,154,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,103,1,-1,0,0,0,0,1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,625,1,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,1,175,1,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,255,0,1,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,374,3,-1,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,529,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,129,4,-1,0,0,0,0,1,0
56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,318,0,1,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,246,3,-1,0,0,0,0,1,0
21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1903,1,0,0,0,1,29,0,0,0,0,0,0,0,0,1,0,0,0,107,2,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1937,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,385,1,-1,0,0,0,0,1,0
54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3859,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,104,3,-1,0,0,0,0,1,0
59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4198,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,309,1,91,10,0,0,1,0,1
52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,230,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,198,2,170,2,1,0,0,0,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,747,1,0,0,0,1,26,0,0,0,0,0,0,0,0,1,0,0,0,543,2,-1,0,0,0,0,1,1
53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,263,0,1,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,143,7,-1,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-46,1,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,23,1,-1,0,0,0,0,1,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,30,0,0,0,0,0,0,1,0,0,0,0,0,104,2,-1,0,0,0,0,1,0
48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,568,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,378,2,386,1,0,0,1,0,1
57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1469,1,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,364,1,-1,0,0,0,0,1,0
51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,18,0,1,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,363,6,-1,0,0,0,0,1,0
50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,201,1,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,248,1,-1,0,0,0,0,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1412,1,1,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,157,2,-1,0,0,0,0,1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-93,1,0,0,0,1,26,0,0,0,0,0,0,0,0,1,0,0,0,402,2,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-331,1,0,0,0,1,23,0,0,0,0,0,0,0,0,1,0,0,0,203,5,-1,0,0,0,0,1,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,486,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,422,1,363,1,1,0,0,0,0
39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,694,1,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,44,1,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2806,1,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,358,4,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,39,2,-1,0,0,0,0,1,0
56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2959,1,0,0,1,0,18,0,0,0,0,0,0,0,0,1,0,0,0,325,1,-1,0,0,0,0,1,0
41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,238,3,126,4,0,1,0,0,0
47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1167,1,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,968,1,87,5,1,0,0,0,1
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,35,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,156,1,273,3,1,0,0,0,0
80,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8304,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,681,1,118,11,0,0,1,0,0
37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4760,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,187,2,-1,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1313,1,1,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,104,10,-1,0,0,0,0,1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,697,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,860,2,-1,0,0,0,0,1,1
53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,230,0,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,112,2,-1,0,0,0,0,1,0
69,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,473,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,112,1,78,1,1,0,0,0,0
46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1427,1,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,0,0,32,3,-1,0,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,201,1,0,1,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,325,2,-1,0,0,0,0,1,1
31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1086,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,410,1,-1,0,0,0,0,1,0
38,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4335,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,640,1,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,44,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,118,1,-1,0,0,0,0,1,0
48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,286,0,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,166,2,-1,0,0,0,0,1,0
46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,216,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,173,1,-1,0,0,0,0,1,0
42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,214,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,21,24,-1,0,0,0,0,1,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,343,1,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,0,0,89,7,-1,0,0,0,0,1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-77,1,0,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,151,3,-1,0,0,0,0,1,0
39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1046,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,112,4,-1,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1566,0,0,1,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,164,5,-1,0,0,0,0,1,0
26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,592,0,0,0,1,0,29,0,0,0,0,1,0,0,0,0,0,0,0,145,2,164,1,0,1,0,0,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,104,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,606,3,-1,0,0,0,0,1,1
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,26,0,0,0,0,0,0,0,0,1,0,0,0,105,1,-1,0,0,0,0,1,0
54,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-22,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,85,1,-1,0,0,0,0,1,0
51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,439,3,-1,0,0,0,0,1,0
47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,72,0,0,0,0,1,29,0,0,0,0,0,0,0,0,1,0,0,0,278,1,-1,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,100,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,205,4,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,319,1,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,221,1,-1,0,0,0,0,1,0
58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9339,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,1,0,0,52,3,172,3,0,1,0,0,0
52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50,1,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,84,3,-1,0,0,0,0,1,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,32,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,476,3,-1,0,0,0,0,1,0
52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6922,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,371,1,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,633,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,128,3,-1,0,0,0,0,1,0
48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4265,1,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,220,2,-1,0,0,0,0,1,0
46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2262,0,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,44,14,-1,0,0,0,0,1,0
39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1970,1,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,30,1,404,2,0,0,1,0,0
38,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1513,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,330,1,342,1,1,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4659,1,0,0,0,1,30,0,1,0,0,0,0,0,0,0,0,0,0,28,1,-1,0,0,0,0,1,0
47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,668,0,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,908,1,-1,0,0,0,0,1,0
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,649,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,177,1,-1,0,0,0,0,1,0
46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,452,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,113,4,-1,0,0,0,0,1,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-145,1,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,289,8,-1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-498,1,0,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,357,1,-1,0,0,0,0,1,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,38,16,-1,0,0,0,0,1,0
46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22,1,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,414,4,-1,0,0,0,0,1,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2304,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,257,2,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1412,1,0,0,0,1,19,0,1,0,0,0,0,0,0,0,0,0,0,480,1,-1,0,0,0,0,1,1
42,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,145,0,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,252,2,-1,0,0,0,0,1,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4897,1,0,0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,151,1,-1,0,0,0,0,1,0
40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1832,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,213,4,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3726,0,1,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,119,12,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,591,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,161,2,-1,0,0,0,0,1,0
62,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,227,2,-1,0,0,0,0,1,1
24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,508,1,0,0,1,0,18,0,0,0,0,0,0,0,0,1,0,0,0,12,3,374,1,0,1,0,0,0
48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,817,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,517,1,282,4,0,0,1,0,1
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,348,1,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,225,2,275,2,1,0,0,0,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,291,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,150,2,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3554,0,1,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,89,1,-1,0,0,0,0,1,0
54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,781,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,103,2,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,267,0,0,1,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,128,1,-1,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1327,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,277,1,-1,0,0,0,0,1,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-306,1,0,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,500,1,-1,0,0,0,0,1,1
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,864,1,0,0,1,0,14,0,0,0,0,0,0,0,0,1,0,0,0,113,2,-1,0,0,0,0,1,0
35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1265,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,326,5,179,4,1,0,0,0,1
26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,755,1,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,214,0,0,1,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,161,3,-1,0,0,0,0,1,0
58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,425,1,1,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,100,1,-1,0,0,0,0,1,0
57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,142,2,-1,0,0,0,0,1,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,214,2,-1,0,0,0,0,1,0
59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,167,2,-1,0,0,0,0,1,0
27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,282,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,676,5,-1,0,0,0,0,1,0
42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,236,1,-1,0,0,0,0,1,0
47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3727,0,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,993,6,-1,0,0,0,0,1,1
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,83,12,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,864,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,100,1,-1,0,0,0,0,1,0
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4089,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,289,2,174,4,0,1,0,0,1
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-478,0,1,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,528,2,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-363,0,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,340,2,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,8883,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,33,3,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1970,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,284,3,-1,0,0,0,0,1,0
62,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1859,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,245,3,-1,0,0,0,0,1,1
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1059,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,115,1,-1,0,0,0,0,1,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,388,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,730,2,-1,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,602,1,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,347,1,284,2,1,0,0,0,0
